epoch,code,cls_0_corr,cls_0_total,cls_1_corr,cls_1_total
8,CODE1644,30,60,0,0
8,CODE1525,30,60,0,0
8,CODE1881,30,60,0,0
8,CODE365,30,60,0,0
8,CODE1648,30,60,0,0
8,CODE310,30,60,0,0
8,CODE1635,30,60,0,0
8,CODE1461,30,60,0,0
8,CODE1403,30,60,0,0
8,CODE1138,30,60,0,0
8,CODE1405,30,60,0,0
8,CODE1649,30,60,0,0
9,CODE1404,30,60,0,0
9,CODE1644,21,51,0,9
9,CODE1525,30,60,0,0
9,CODE1881,30,60,0,0
9,CODE365,30,60,0,0
9,CODE1648,30,60,0,0
9,CODE310,30,60,0,0
9,CODE1635,30,60,0,0
9,CODE1461,30,60,0,0
9,CODE1403,30,60,0,0
9,CODE1138,30,60,0,0
9,CODE1405,30,60,0,0
9,CODE1649,30,60,0,0
10,CODE1404,21,49,2,11
10,CODE1644,18,48,0,12
10,CODE1525,30,60,0,0
10,CODE1881,30,60,0,0
10,CODE365,27,56,1,4
10,CODE1648,30,60,0,0
10,CODE310,30,60,0,0
10,CODE1635,30,60,0,0
10,CODE1461,30,60,0,0
10,CODE1403,30,60,0,0
10,CODE1138,30,60,0,0
10,CODE1405,30,60,0,0
10,CODE1649,30,60,0,0
11,CODE1404,3,5,28,55
11,CODE1644,10,38,2,22
11,CODE1525,24,27,27,33
11,CODE1881,30,60,0,0
11,CODE365,27,46,11,14
11,CODE1648,30,60,0,0
11,CODE310,30,48,12,12
11,CODE1635,30,60,0,0
11,CODE1461,30,55,5,5
11,CODE1403,26,49,7,11
11,CODE1138,15,36,9,24
11,CODE1405,23,53,0,7
11,CODE1649,30,60,0,0
12,CODE1404,0,0,30,60
12,CODE1644,0,0,30,60
12,CODE1525,0,0,30,60
12,CODE1881,11,40,1,20
12,CODE365,21,34,17,26
12,CODE1648,1,2,29,58
12,CODE310,0,9,21,51
12,CODE1635,20,39,11,21
12,CODE1461,28,42,16,18
12,CODE1403,1,2,29,58
12,CODE1138,0,9,21,51
12,CODE1405,5,33,2,27
12,CODE1649,28,57,1,3
13,CODE1404,1,1,30,59
13,CODE1644,0,21,9,39
13,CODE1525,17,18,29,42
13,CODE1881,30,60,0,0
13,CODE365,23,41,12,19
13,CODE1648,30,36,24,24
13,CODE310,18,29,19,31
13,CODE1635,30,53,7,7
13,CODE1461,30,51,9,9
13,CODE1403,11,14,27,46
13,CODE1138,0,19,11,41
13,CODE1405,12,42,0,18
13,CODE1649,30,60,0,0
14,CODE1404,1,1,30,59
14,CODE1644,0,20,10,40
14,CODE1525,15,16,29,44
14,CODE1881,26,56,0,4
14,CODE365,23,40,13,20
14,CODE1648,29,31,28,29
14,CODE310,14,25,19,35
14,CODE1635,28,48,10,12
14,CODE1461,30,51,9,9
14,CODE1403,10,13,27,47
14,CODE1138,0,18,12,42
14,CODE1405,12,42,0,18
14,CODE1649,30,60,0,0
15,CODE1404,1,1,30,59
15,CODE1644,0,23,7,37
15,CODE1525,18,19,29,41
15,CODE1881,30,60,0,0
15,CODE365,23,41,12,19
15,CODE1648,30,41,19,19
15,CODE310,19,32,17,28
15,CODE1635,30,56,4,4
15,CODE1461,30,51,9,9
15,CODE1403,13,18,25,42
15,CODE1138,0,19,11,41
15,CODE1405,13,43,0,17
15,CODE1649,30,60,0,0
16,CODE1404,1,1,30,59
16,CODE1644,0,20,10,40
16,CODE1525,16,17,29,43
16,CODE1881,27,57,0,3
16,CODE365,23,40,13,20
16,CODE1648,29,31,28,29
16,CODE310,13,24,19,36
16,CODE1635,28,47,11,13
16,CODE1461,30,51,9,9
16,CODE1403,10,13,27,47
16,CODE1138,0,18,12,42
16,CODE1405,12,42,0,18
16,CODE1649,30,60,0,0
17,CODE1404,1,1,30,59
17,CODE1644,0,13,17,47
17,CODE1525,8,9,29,51
17,CODE1881,13,43,0,17
17,CODE365,23,38,15,22
17,CODE1648,19,21,28,39
17,CODE310,3,14,19,46
17,CODE1635,26,45,11,15
17,CODE1461,30,50,10,10
17,CODE1403,7,8,29,52
17,CODE1138,0,17,13,43
17,CODE1405,11,41,0,19
17,CODE1649,30,60,0,0
18,CODE1404,2,2,30,58
18,CODE1644,3,26,7,34
18,CODE1525,21,23,28,37
18,CODE1881,30,60,0,0
18,CODE365,23,41,12,19
18,CODE1648,30,45,15,15
18,CODE310,22,35,17,25
18,CODE1635,30,56,4,4
18,CODE1461,30,52,8,8
18,CODE1403,15,21,24,39
18,CODE1138,0,19,11,41
18,CODE1405,16,46,0,14
18,CODE1649,30,60,0,0
19,CODE1404,1,1,30,59
19,CODE1644,0,15,15,45
19,CODE1525,14,15,29,45
19,CODE1881,14,44,0,16
19,CODE365,23,38,15,22
19,CODE1648,20,22,28,38
19,CODE310,5,16,19,44
19,CODE1635,26,45,11,15
19,CODE1461,30,51,9,9
19,CODE1403,7,9,28,51
19,CODE1138,0,17,13,43
19,CODE1405,11,41,0,19
19,CODE1649,30,60,0,0
20,CODE1404,1,1,30,59
20,CODE1644,0,23,7,37
20,CODE1525,17,18,29,42
20,CODE1881,28,58,0,2
20,CODE365,23,41,12,19
20,CODE1648,29,33,26,27
20,CODE310,12,24,18,36
20,CODE1635,28,49,9,11
20,CODE1461,30,51,9,9
20,CODE1403,11,14,27,46
20,CODE1138,0,19,11,41
20,CODE1405,13,43,0,17
20,CODE1649,30,60,0,0
21,CODE1404,1,1,30,59
21,CODE1644,0,23,7,37
21,CODE1525,18,19,29,41
21,CODE1881,28,58,0,2
21,CODE365,23,41,12,19
21,CODE1648,30,34,26,26
21,CODE310,13,26,17,34
21,CODE1635,28,49,9,11
21,CODE1461,30,51,9,9
21,CODE1403,11,14,27,46
21,CODE1138,0,19,11,41
21,CODE1405,13,43,0,17
21,CODE1649,30,60,0,0
22,CODE1404,1,1,30,59
22,CODE1644,0,23,7,37
22,CODE1525,18,19,29,41
22,CODE1881,28,58,0,2
22,CODE365,23,41,12,19
22,CODE1648,30,34,26,26
22,CODE310,13,26,17,34
22,CODE1635,29,51,8,9
22,CODE1461,30,51,9,9
22,CODE1403,11,14,27,46
22,CODE1138,0,19,11,41
22,CODE1405,13,43,0,17
22,CODE1649,30,60,0,0
23,CODE1404,1,1,30,59
23,CODE1644,0,23,7,37
23,CODE1525,18,19,29,41
23,CODE1881,29,59,0,1
23,CODE365,23,41,12,19
23,CODE1648,30,35,25,25
23,CODE310,13,26,17,34
23,CODE1635,29,52,7,8
23,CODE1461,30,51,9,9
23,CODE1403,11,14,27,46
23,CODE1138,0,19,11,41
23,CODE1405,13,43,0,17
23,CODE1649,30,60,0,0
