epoch,code,cls_0_corr,cls_0_total,cls_1_corr,cls_1_total
24,CODE1461,24,29,25,31
24,CODE1403,18,23,25,37
24,CODE1138,24,26,28,34
24,CODE1405,12,15,27,45
24,CODE1649,12,14,28,46
25,CODE1404,17,20,27,40
25,CODE1644,16,20,26,40
25,CODE1525,10,12,28,48
25,CODE1881,18,28,20,32
25,CODE365,16,25,21,35
25,CODE1648,28,31,27,29
25,CODE310,19,28,21,32
25,CODE1635,14,29,15,31
25,CODE1461,25,30,25,30
25,CODE1403,18,23,25,37
25,CODE1138,24,26,28,34
25,CODE1405,12,15,27,45
25,CODE1649,12,14,28,46
26,CODE1404,18,22,26,38
26,CODE1644,16,20,26,40
26,CODE1525,11,13,28,47
26,CODE1881,18,28,20,32
26,CODE365,17,27,20,33
26,CODE1648,29,32,27,28
26,CODE310,19,28,21,32
26,CODE1635,14,30,14,30
26,CODE1461,25,30,25,30
26,CODE1403,18,24,24,36
26,CODE1138,24,27,27,33
26,CODE1405,12,15,27,45
26,CODE1649,13,15,28,45
27,CODE1404,17,20,27,40
27,CODE1644,16,20,26,40
27,CODE1525,10,12,28,48
27,CODE1881,18,27,21,33
27,CODE365,15,24,21,36
27,CODE1648,28,31,27,29
27,CODE310,19,28,21,32
27,CODE1635,13,28,15,32
27,CODE1461,24,29,25,31
27,CODE1403,18,23,25,37
27,CODE1138,24,26,28,34
27,CODE1405,12,15,27,45
27,CODE1649,12,14,28,46
