epoch,code,cls_0_corr,cls_0_total,cls_1_corr,cls_1_total
5,CODE1649,14,14,30,46
6,CODE1404,18,19,29,41
6,CODE1644,22,24,28,36
6,CODE1525,17,18,29,42
6,CODE1881,17,19,28,41
6,CODE365,11,13,28,47
6,CODE1648,30,34,26,26
6,CODE310,26,36,20,24
6,CODE1635,25,27,28,33
6,CODE1461,24,28,26,32
6,CODE1403,23,27,26,33
6,CODE1138,28,30,28,30
6,CODE1405,11,11,30,49
6,CODE1649,17,17,30,43
7,CODE1404,14,15,29,45
7,CODE1644,16,17,29,43
7,CODE1525,17,19,28,41
7,CODE1881,17,17,30,43
7,CODE365,10,13,27,47
7,CODE1648,29,31,28,29
7,CODE310,22,29,23,31
7,CODE1635,26,27,29,33
7,CODE1461,23,24,29,36
7,CODE1403,27,33,24,27
7,CODE1138,29,30,29,30
7,CODE1405,7,7,30,53
7,CODE1649,7,7,30,53
8,CODE1404,21,23,28,37
8,CODE1644,24,27,27,33
8,CODE1525,18,20,28,40
8,CODE1881,19,19,30,41
8,CODE365,13,18,25,42
8,CODE1648,29,32,27,28
8,CODE310,27,38,19,22
8,CODE1635,26,28,28,32
8,CODE1461,25,28,27,32
8,CODE1403,30,37,23,23
8,CODE1138,30,32,28,28
8,CODE1405,8,11,27,49
8,CODE1649,18,18,30,42
9,CODE1404,26,29,27,31
9,CODE1644,29,38,21,22
9,CODE1525,29,34,25,26
9,CODE1881,30,49,11,11
9,CODE365,28,49,9,11
9,CODE1648,30,32,28,28
9,CODE310,30,53,7,7
9,CODE1635,30,47,13,13
9,CODE1461,26,39,17,21
9,CODE1403,30,40,20,20
9,CODE1138,30,50,10,10
9,CODE1405,27,44,13,16
9,CODE1649,29,29,30,31
10,CODE1404,19,21,28,39
10,CODE1644,25,26,29,34
10,CODE1525,20,23,27,37
10,CODE1881,20,23,27,37
10,CODE365,19,28,21,32
10,CODE1648,30,36,24,24
10,CODE310,30,41,19,19
10,CODE1635,28,34,24,26
10,CODE1461,29,34,25,26
10,CODE1403,30,36,24,24
10,CODE1138,30,33,27,27
10,CODE1405,11,15,26,45
10,CODE1649,24,24,30,36
11,CODE1404,11,13,28,47
11,CODE1644,24,25,29,35
11,CODE1525,14,16,28,44
11,CODE1881,20,21,29,39
11,CODE365,15,20,25,40
11,CODE1648,30,31,29,29
11,CODE310,28,36,22,24
11,CODE1635,23,25,28,35
11,CODE1461,27,28,29,32
11,CODE1403,27,32,25,28
11,CODE1138,29,30,29,30
11,CODE1405,8,10,28,50
11,CODE1649,19,19,30,41
12,CODE1404,10,12,28,48
12,CODE1644,24,25,29,35
12,CODE1525,14,16,28,44
12,CODE1881,20,21,29,39
12,CODE365,15,20,25,40
12,CODE1648,30,31,29,29
12,CODE310,28,36,22,24
12,CODE1635,23,25,28,35
12,CODE1461,27,28,29,32
12,CODE1403,27,32,25,28
12,CODE1138,29,30,29,30
12,CODE1405,8,10,28,50
12,CODE1649,18,18,30,42
13,CODE1404,10,12,28,48
13,CODE1644,24,24,30,36
13,CODE1525,13,15,28,45
13,CODE1881,20,21,29,39
13,CODE365,15,20,25,40
13,CODE1648,30,31,29,29
13,CODE310,28,36,22,24
13,CODE1635,22,24,28,36
13,CODE1461,27,28,29,32
13,CODE1403,27,32,25,28
13,CODE1138,29,30,29,30
13,CODE1405,8,10,28,50
13,CODE1649,18,18,30,42
14,CODE1404,10,12,28,48
14,CODE1644,24,24,30,36
14,CODE1525,14,16,28,44
14,CODE1881,20,22,28,38
14,CODE365,15,20,25,40
14,CODE1648,30,32,28,28
14,CODE310,28,36,22,24
14,CODE1635,23,25,28,35
14,CODE1461,27,28,29,32
14,CODE1403,27,32,25,28
14,CODE1138,30,31,29,29
14,CODE1405,8,10,28,50
14,CODE1649,18,18,30,42
15,CODE1404,10,12,28,48
15,CODE1644,24,24,30,36
15,CODE1525,13,15,28,45
15,CODE1881,20,22,28,38
15,CODE365,15,20,25,40
15,CODE1648,30,31,29,29
15,CODE310,28,36,22,24
15,CODE1635,22,24,28,36
15,CODE1461,27,28,29,32
15,CODE1403,27,32,25,28
15,CODE1138,30,31,29,29
15,CODE1405,8,10,28,50
15,CODE1649,18,18,30,42
16,CODE1404,10,12,28,48
16,CODE1644,24,24,30,36
16,CODE1525,13,15,28,45
16,CODE1881,20,22,28,38
16,CODE365,16,21,25,39
16,CODE1648,30,32,28,28
16,CODE310,28,36,22,24
16,CODE1635,22,24,28,36
16,CODE1461,27,28,29,32
16,CODE1403,27,31,26,29
16,CODE1138,30,31,29,29
16,CODE1405,8,10,28,50
16,CODE1649,18,18,30,42
17,CODE1404,10,12,28,48
17,CODE1644,24,24,30,36
17,CODE1525,12,14,28,46
17,CODE1881,20,22,28,38
17,CODE365,14,19,25,41
17,CODE1648,30,31,29,29
17,CODE310,28,36,22,24
17,CODE1635,21,23,28,37
17,CODE1461,27,28,29,32
17,CODE1403,26,30,26,30
17,CODE1138,30,31,29,29
17,CODE1405,8,10,28,50
17,CODE1649,18,18,30,42
18,CODE1404,10,12,28,48
18,CODE1644,24,24,30,36
18,CODE1525,13,15,28,45
18,CODE1881,20,23,27,37
18,CODE365,16,21,25,39
18,CODE1648,30,32,28,28
18,CODE310,28,36,22,24
18,CODE1635,22,24,28,36
18,CODE1461,27,28,29,32
18,CODE1403,27,31,26,29
18,CODE1138,30,31,29,29
18,CODE1405,8,10,28,50
18,CODE1649,18,18,30,42
19,CODE1404,10,12,28,48
19,CODE1644,24,24,30,36
19,CODE1525,12,14,28,46
19,CODE1881,20,22,28,38
19,CODE365,16,21,25,39
19,CODE1648,30,32,28,28
19,CODE310,28,36,22,24
19,CODE1635,22,24,28,36
19,CODE1461,27,28,29,32
19,CODE1403,27,31,26,29
19,CODE1138,30,31,29,29
19,CODE1405,8,10,28,50
19,CODE1649,18,18,30,42
20,CODE1404,10,12,28,48
20,CODE1644,24,24,30,36
20,CODE1525,12,14,28,46
20,CODE1881,20,23,27,37
20,CODE365,15,20,25,40
20,CODE1648,30,31,29,29
20,CODE310,28,35,23,25
20,CODE1635,21,23,28,37
20,CODE1461,27,28,29,32
20,CODE1403,26,30,26,30
20,CODE1138,30,31,29,29
20,CODE1405,8,10,28,50
20,CODE1649,18,18,30,42
21,CODE1404,10,12,28,48
21,CODE1644,24,24,30,36
21,CODE1525,12,14,28,46
21,CODE1881,20,23,27,37
21,CODE365,15,20,25,40
21,CODE1648,30,31,29,29
21,CODE310,28,35,23,25
21,CODE1635,21,23,28,37
21,CODE1461,27,28,29,32
21,CODE1403,27,31,26,29
21,CODE1138,30,31,29,29
21,CODE1405,8,10,28,50
21,CODE1649,18,18,30,42
22,CODE1404,10,12,28,48
22,CODE1644,24,24,30,36
22,CODE1525,12,14,28,46
22,CODE1881,20,23,27,37
22,CODE365,15,20,25,40
22,CODE1648,30,31,29,29
22,CODE310,28,35,23,25
22,CODE1635,21,23,28,37
22,CODE1461,27,28,29,32
22,CODE1403,27,31,26,29
22,CODE1138,30,31,29,29
22,CODE1405,8,10,28,50
22,CODE1649,18,18,30,42
